Wall time,Step,Value
1673450584.708218,172,0.013842592015862465
1673450620.7014399,244,0.011085709556937218
1673450624.394612,259,0.013173664920032024
1673450659.5982494,402,0.011464397422969341
1673450693.42154,465,0.012268871068954468
1673450704.5133815,510,0.011522740125656128
1673450711.4201887,538,0.009993486106395721
1673450715.861178,556,0.011085232719779015
1673450725.7210686,596,0.007640861440449953
1673450759.388827,658,0.007859833538532257
1673450785.5172646,764,0.009566147811710835
1673450795.3721159,804,0.006916561163961887
1673450828.730058,866,0.00784222036600113
1673450868.189325,1026,0.008327975869178772
1673450870.9034724,1037,0.007675335742533207
1673450911.1356509,1125,0.006650232244282961
1673450912.8592265,1132,0.008176407776772976
1673450920.75679,1164,0.008887097239494324
1673450925.689236,1184,0.00916643813252449
1673450942.4503052,1252,0.008812122978270054
1673450965.4457605,1271,0.0076630027033388615
1673451001.5297165,1417,0.007124078460037708
1673451011.6614797,1458,0.0073121716268360615
1673451038.9435117,1494,0.007536028977483511
1673451042.910847,1510,0.005844250321388245
1673451052.3093915,1548,0.007451409008353949
1673451056.5295284,1565,0.007556683849543333
1673451082.562352,1670,0.00745850894600153
1673451186.0801687,1940,0.006752381566911936
1673451191.018288,1960,0.007269657216966152
1673451345.6231494,2436,0.0063091241754591465
1673451346.8624253,2441,0.007247885689139366
1673451352.0725286,2462,0.006824053358286619
1673451362.2318606,2503,0.00780485849827528
1673451399.0672112,2577,0.006992122624069452
1673451415.442728,2643,0.005723629146814346
1673451425.6309092,2684,0.007304603699594736
1673451427.8629594,2693,0.005448043346405029
1673451431.5769844,2708,0.006046978756785393
1673451433.800736,2717,0.005976793821901083
1673451464.868372,2768,0.007155867759138346
1673451533.9709113,2973,0.007252199575304985
1673451561.1545513,3083,0.0071151177398860455
1673451566.3405547,3104,0.006429573521018028
1673451566.5877573,3105,0.007088646292686462
1673451576.4683912,3145,0.007095963694155216
1673451612.7980094,3217,0.007440235000103712
1673451618.7480545,3241,0.006559404544532299
1673451624.6863294,3265,0.006449511274695396
1673451647.230032,3356,0.00585994403809309
1673451701.3380497,3500,0.007718969136476517
1673451717.6483505,3566,0.005943201016634703
1673451744.502637,3600,0.006205035373568535
1673451748.4602718,3616,0.005784282926470041
1673451757.852935,3654,0.00712567986920476
1673451761.3089795,3668,0.0062148612923920155
1673451762.0506196,3671,0.00648197578266263
1673451772.1857195,3712,0.006499351002275944
1673451789.4932644,3782,0.006147847976535559
1673451824.2555444,3848,0.0055258870124816895
1673451840.8276367,3915,0.0067603676579892635
1673451886.0017483,4023,0.006790265440940857
1673451907.2665944,4109,0.007588443346321583
1673451910.2301831,4121,0.006169214844703674
1673451925.0576227,4181,0.006364827044308186
1673451927.7782905,4192,0.0056781889870762825
1673451954.8485086,4227,0.006159726530313492
1673451977.360252,4318,0.0065651242621243
1673451979.8289964,4328,0.005857712123543024
1673452050.4623575,4539,0.006658901926130056
1673452056.6385045,4564,0.00551268458366394
1673452095.7155178,4649,0.008271671831607819
1673452105.8472652,4690,0.006791219115257263
1673452140.940206,4832,0.006571163889020681
1673452141.927065,4836,0.0072051710449159145
1673452171.6730332,4882,0.005801216699182987
1673452241.469048,5090,0.0062361834570765495
1673452251.8598182,5132,0.006691788788884878
1673452252.8537374,5136,0.006703304126858711
1673452265.4562464,5187,0.005967681296169758
1673452268.66688,5200,0.006405045744031668
1673452283.99548,5262,0.006245873868465424
1673452310.518873,5295,0.006383511237800121
1673452327.0834732,5362,0.005278917960822582
1673452337.2257802,5403,0.005884714890271425
1673452349.825098,5454,0.006244744639843702
1673452420.8298643,5667,0.00755834486335516
1673452479.9750538,5832,0.005385926458984613
1673452488.3700373,5866,0.0053806365467607975
1673452491.5779197,5879,0.007074281107634306
1673452528.9409509,5956,0.005320895463228226
1673452535.115246,5981,0.00552927702665329
1673452539.067005,5997,0.0055375974625349045
1673452552.9009824,6053,0.005656151100993156
1673452567.2374825,6111,0.0067520467564463615
1673452591.9836254,6138,0.00514244707301259
1673452592.9716923,6142,0.005790349096059799
1673452613.4569151,6225,0.005474332720041275
1673452626.7844238,6279,0.005251268856227398
1673452658.1970973,6332,0.005551198031753302
1673452658.6909666,6334,0.005020495504140854
1673452664.6235204,6358,0.006366350222378969
1673452664.8707836,6359,0.00687449611723423
1673452667.3403883,6369,0.006722244434058666
1673452734.9749477,6569,0.0050165713764727116
1673452738.928112,6585,0.006091952323913574
1673452740.163275,6590,0.005517409183084965
1673452742.3871334,6599,0.006064784713089466
1673452774.7376995,6730,0.004995292518287897
1673452779.6748455,6750,0.00557887414470315
1673452810.8895671,6802,0.005474601406604052
1673452822.7548473,6850,0.004998683929443359
1673452839.8072884,6919,0.0061681088991463184
1673452876.0613234,6991,0.006736197974532843
1673452877.2975152,6996,0.006861715577542782
1673452891.6272678,7054,0.005597168114036322
1673452959.0775616,7253,0.006232355255633593
1673453022.6374533,7436,0.005864790175110102
1673453029.5503943,7464,0.005134482868015766
1673453030.5382767,7468,0.0054188258945941925
1673453049.0641582,7543,0.005114904139190912
1673453082.4452772,7604,0.005686423275619745
1673453092.3693864,7644,0.005561274476349354
1673453112.9406056,7727,0.004911206196993589
1673453113.6854925,7730,0.005703279282897711
1673453120.1284473,7756,0.00549544719979167
1673453129.5259712,7794,0.006091604474931955
1673453154.8097713,7821,0.004274866543710232
1673453163.228993,7855,0.006814267951995134
1673453195.5933332,7986,0.006515210960060358
1673453247.3094025,8122,0.0052074044942855835
1673453307.5557404,8291,0.005145038943737745
1673453389.5315962,8548,0.004789038561284542
1673453391.0143042,8554,0.006683346815407276
1673453406.837739,8618,0.005208916030824184
1673453435.4245281,8659,0.005348541308194399
1673453444.1102524,8694,0.0059445202350616455
1673453451.5224757,8724,0.005489626433700323
1673453458.4391499,8752,0.006115264259278774
1673453464.3661633,8776,0.005530846305191517
1673453464.860329,8778,0.00583123043179512
1673453475.9686482,8823,0.004919465631246567
1673453478.4400876,8833,0.006396264303475618
