Wall time,Step,Value
1673450584.7079504,172,0.0027039991691708565
1673450620.7011871,244,0.0023466479033231735
1673450624.3943608,259,0.002710408065468073
1673450659.5980186,402,0.002572776284068823
1673450693.4213307,465,0.0021680868230760098
1673450704.5131388,510,0.0023122886195778847
1673450711.4199777,538,0.0021030742209404707
1673450715.8609283,556,0.0021966956555843353
1673450725.720848,596,0.0013877162709832191
1673450759.3885636,658,0.0016473904252052307
1673450785.5170314,764,0.0017820466309785843
1673450795.37189,804,0.0014131481293588877
1673450828.7297754,866,0.0016134316101670265
1673450868.1890295,1026,0.0017058387165889144
1673450870.9032288,1037,0.0013897253666073084
1673450911.1353984,1125,0.0013214782811701298
1673450912.858959,1132,0.0016288573388010263
1673450920.7565253,1164,0.0014415355399250984
1673450925.688983,1184,0.0016488514374941587
1673450942.45008,1252,0.0017935311188921332
1673450965.4455469,1271,0.0015622274950146675
1673451001.529453,1417,0.0014123286819085479
1673451011.661223,1458,0.0014598852721974254
1673451038.943048,1494,0.0014901180984452367
1673451042.9105697,1510,0.0011679676827043295
1673451052.3090575,1548,0.0013557036872953176
1673451056.5292542,1565,0.0015304619446396828
1673451082.5621297,1670,0.0013622627593576908
1673451186.0799532,1940,0.0013663111021742225
1673451191.0180721,1960,0.0014149488415569067
1673451345.6229043,2436,0.0012053386308252811
1673451346.8621068,2441,0.0014116533566266298
1673451352.0721886,2462,0.001170844305306673
1673451362.2315874,2503,0.0016120802611112595
1673451399.0669281,2577,0.0013017847668379545
1673451415.4424703,2643,0.001137519022449851
1673451425.6306384,2684,0.0014087065355852246
1673451427.8626993,2693,0.001031643943861127
1673451431.5767055,2708,0.0011627634521573782
1673451433.8005242,2717,0.0012608241522684693
1673451464.8680055,2768,0.0013475753366947174
1673451533.9706523,2973,0.0015474468236789107
1673451561.1542785,3083,0.001352938823401928
1673451566.3403115,3104,0.001390886027365923
1673451566.5875041,3105,0.0013828695518895984
1673451576.4681387,3145,0.0014160268474370241
1673451612.797752,3217,0.00139442621730268
1673451618.7478008,3241,0.0013346379855647683
1673451624.6860948,3265,0.0012158167082816362
1673451647.2296424,3356,0.0011128538753837347
1673451701.337679,3500,0.0014953399077057838
1673451717.6480854,3566,0.0012120548635721207
1673451744.5024276,3600,0.0012936925049871206
1673451748.4600632,3616,0.0010451995767652988
1673451757.852701,3654,0.0012931434903293848
1673451761.3087566,3668,0.0011927641462534666
1673451762.050392,3671,0.0014206774067133665
1673451772.1854618,3712,0.0013159901136532426
1673451789.4929993,3782,0.0012705593835562468
1673451824.2552814,3848,0.001066697295755148
1673451840.8274136,3915,0.0011933776549994946
1673451886.0015302,4023,0.0013904226943850517
1673451907.2663236,4109,0.001638953574001789
1673451910.2299511,4121,0.0011610679794102907
1673451925.0573611,4181,0.001143264234997332
1673451927.77806,4192,0.0011477493681013584
1673451954.8482492,4227,0.0012104747584089637
1673451977.3599887,4318,0.0011945206206291914
1673451979.8287847,4328,0.0012430279748514295
1673452050.462147,4539,0.0014146196190267801
1673452056.6382713,4564,0.0010347460629418492
1673452095.7153082,4649,0.001645406591705978
1673452105.8470542,4690,0.0013140920782461762
1673452140.9400012,4832,0.0012627150863409042
1673452141.9268486,4836,0.001349163707345724
1673452171.6728125,4882,0.0011848704889416695
1673452241.4688318,5090,0.0011931638000532985
1673452251.859568,5132,0.0012881038710474968
1673452252.8535066,5136,0.0013452067505568266
1673452265.4558113,5187,0.0011542788706719875
1673452268.6666186,5200,0.0012607286917045712
1673452283.9952495,5262,0.0012066350318491459
1673452310.5186498,5295,0.0014023232506588101
1673452327.083241,5362,0.001027991296723485
1673452337.225531,5403,0.0010879940818995237
1673452349.824883,5454,0.0012873323867097497
1673452420.8296068,5667,0.001554824528284371
1673452479.9747884,5832,0.001146208494901657
1673452488.3698268,5866,0.0010132729075849056
1673452491.5776603,5879,0.001329479506239295
1673452528.940689,5956,0.0010760407894849777
1673452535.1149828,5981,0.001002890639938414
1673452539.0667417,5997,0.0010694146621972322
1673452552.900723,6053,0.0010581992100924253
1673452567.237273,6111,0.0014090337790548801
1673452591.9833517,6138,0.0009861604776233435
1673452592.9714603,6142,0.0010942278895527124
1673452613.4567003,6225,0.0011122425785288215
1673452626.7841618,6279,0.0010831652907654643
1673452658.1968822,6332,0.0011047032894566655
1673452658.6907282,6334,0.0009607847314327955
1673452664.6232922,6358,0.0012026287149637938
1673452664.8705726,6359,0.0012312725884839892
1673452667.340165,6369,0.0013188194716349244
1673452734.9747143,6569,0.00105695566162467
1673452738.9278982,6585,0.0010911161080002785
1673452740.163054,6590,0.001050824299454689
1673452742.3868644,6599,0.0011528474278748035
1673452774.7374592,6730,0.0009485520422458649
1673452779.6745758,6750,0.0011912713525816798
1673452810.889305,6802,0.000998733681626618
1673452822.7546139,6850,0.0009371210471726954
1673452839.8070424,6919,0.0011554264929145575
1673452876.0610936,6991,0.0015521118184551597
1673452877.297251,6996,0.0013663843274116516
1673452891.627041,7054,0.0009935385314747691
1673452959.0773509,7253,0.0012129528913646936
1673453022.637184,7436,0.001129974378272891
1673453029.5501788,7464,0.0010159558150917292
1673453030.538061,7468,0.001009963103570044
1673453049.0638912,7543,0.0011254842393100262
1673453082.444912,7604,0.0011995475506410003
1673453092.36904,7644,0.0010811828542500734
1673453112.9402928,7727,0.000986216589808464
1673453113.6851254,7730,0.0011102904099971056
1673453120.1281793,7756,0.0010406349319964647
1673453129.5257547,7794,0.0011013083858415484
1673453154.8094614,7821,0.0008923017885535955
1673453163.2287197,7855,0.0012771921465173364
1673453195.593068,7986,0.0011660134186968207
1673453247.3091953,8122,0.001024230383336544
1673453307.5555267,8291,0.0010370273375883698
1673453389.531391,8548,0.0009245884139090776
1673453391.0140588,8554,0.001420706044882536
1673453406.8374827,8618,0.0010475331218913198
