Wall time,Step,Value
1673450584.7081068,172,0.014168636873364449
1673450620.7013366,244,0.011177574284374714
1673450624.3945093,259,0.014690358191728592
1673450659.5981479,402,0.012556980364024639
1673450693.421448,465,0.01226557046175003
1673450704.513279,510,0.012140383943915367
1673450711.420059,538,0.011207065545022488
1673450715.861071,556,0.011528451927006245
1673450725.7209284,596,0.007617452647536993
1673450759.3887312,658,0.008648769930005074
1673450785.517161,764,0.009896144270896912
1673450795.3720162,804,0.007472329307347536
1673450828.7299466,866,0.008302091620862484
1673450868.189138,1026,0.009498627856373787
1673450870.9033663,1037,0.008950592949986458
1673450911.1355538,1125,0.006985908839851618
1673450912.8591163,1132,0.008860394358634949
1673450920.7566786,1164,0.008475054055452347
1673450925.6891305,1184,0.009352918714284897
1673450942.4502106,1252,0.009522811509668827
1673450965.4456291,1271,0.00868741050362587
1673451001.5296068,1417,0.007752440869808197
1673451011.6613746,1458,0.007587299682199955
1673451038.9432898,1494,0.008352376520633698
1673451042.9107263,1510,0.0064472327940166
1673451052.3091438,1548,0.008250411599874496
1673451056.5293412,1565,0.008000762201845646
1673451082.5622163,1670,0.007471717894077301
1673451186.0800316,1940,0.007806867826730013
1673451191.018153,1960,0.008035507053136826
1673451345.622989,2436,0.006436508148908615
1673451346.86231,2441,0.008485316298902035
1673451352.0722682,2462,0.006640499457716942
1673451362.2317457,2503,0.008585549890995026
1673451399.0670948,2577,0.0070751989260315895
1673451415.4426289,2643,0.00603486318141222
1673451425.630797,2684,0.007731937803328037
1673451427.8628526,2693,0.005387347657233477
1673451431.5768726,2708,0.006379392463713884
1673451433.800599,2717,0.006374495103955269
1673451464.868093,2768,0.007497864309698343
1673451533.9708097,2973,0.008500910364091396
1673451561.1544414,3083,0.007254245691001415
1673451566.3404613,3104,0.007433467544615269
1673451566.587657,3105,0.007404160685837269
1673451576.4682863,3145,0.00789637677371502
1673451612.7978501,3217,0.008582428097724915
1673451618.7479541,3241,0.007263471372425556
1673451624.68618,3265,0.007159175351262093
1673451647.229729,3356,0.006731626112014055
1673451701.337819,3500,0.008593915030360222
1673451717.64824,3566,0.006074185017496347
1673451744.5025039,3600,0.006957997567951679
1673451748.4601393,3616,0.005954751744866371
1673451757.8528302,3654,0.007975224405527115
1673451761.308834,3668,0.006865606177598238
1673451762.0504827,3671,0.0074527752585709095
1673451772.1856208,3712,0.007294976152479649
1673451789.493156,3782,0.007028251886367798
1673451824.2554383,3848,0.0057651931419968605
1673451840.827492,3915,0.006860008463263512
1673451886.001607,4023,0.0070291017182171345
1673451907.2664816,4109,0.007891321554780006
1673451910.2300797,4121,0.006443046033382416
1673451925.0575182,4181,0.006423087324947119
1673451927.7781878,4192,0.006471180822700262
1673451954.8484108,4227,0.00679941289126873
1673451977.360142,4318,0.007243166211992502
1673451979.8288624,4328,0.006700635422021151
1673452050.4622257,4539,0.00726485438644886
1673452056.6383998,4564,0.005928973201662302
1673452095.7153845,4649,0.009227181784808636
1673452105.8471289,4690,0.00719516770914197
1673452140.9400773,4832,0.007296633906662464
1673452141.9269223,4836,0.007768035866320133
1673452171.672899,4882,0.0062518068589270115
1673452241.4689128,5090,0.007096649147570133
1673452251.8597238,5132,0.007613334804773331
1673452252.853598,5136,0.007820652797818184
1673452265.456126,5187,0.006992915645241737
1673452268.666777,5200,0.007255157455801964
