Wall time,Step,Value
1673450584.7083514,172,0.0010000000474974513
1673450620.7015615,244,0.0010000000474974513
1673450624.3947308,259,0.0010000000474974513
1673450659.598368,402,0.0010000000474974513
1673450693.4216614,465,0.0010000000474974513
1673450704.5135043,510,0.0010000000474974513
1673450711.4203162,538,0.0010000000474974513
1673450715.8612993,556,0.0010000000474974513
1673450725.7211926,596,0.0010000000474974513
1673450759.3889594,658,0.0010000000474974513
1673450785.517383,764,0.0010000000474974513
1673450795.372244,804,0.0010000000474974513
1673450828.7301805,866,0.0010000000474974513
1673450868.1894515,1026,0.0010000000474974513
1673450870.9035957,1037,0.0010000000474974513
1673450911.1357722,1125,0.0010000000474974513
1673450912.859347,1132,0.0010000000474974513
1673450920.75692,1164,0.0010000000474974513
1673450925.6893594,1184,0.0010000000474974513
1673450942.450434,1252,0.0010000000474974513
1673450965.4458888,1271,0.0010000000474974513
1673451001.529844,1417,0.0010000000474974513
1673451011.6616113,1458,0.0010000000474974513
1673451038.94372,1494,0.0010000000474974513
1673451042.910997,1510,0.0010000000474974513
1673451052.3097267,1548,0.0010000000474974513
1673451056.5296783,1565,0.0010000000474974513
1673451082.5624769,1670,0.0010000000474974513
1673451186.0802996,1940,0.0010000000474974513
1673451191.0184119,1960,0.0010000000474974513
1673451345.6232967,2436,0.0010000000474974513
1673451346.8625693,2441,0.0010000000474974513
1673451352.0726779,2462,0.0010000000474974513
1673451362.2319887,2503,0.0010000000474974513
1673451399.0673594,2577,0.0010000000474974513
1673451415.4428551,2643,0.0010000000474974513
1673451425.6310406,2684,0.0010000000474974513
1673451427.86308,2693,0.0010000000474974513
1673451431.577106,2708,0.0010000000474974513
1673451433.8008645,2717,0.0010000000474974513
1673451464.868572,2768,0.0010000000474974513
1673451533.9710326,2973,0.0010000000474974513
1673451561.154672,3083,0.0010000000474974513
1673451566.340688,3104,0.0010000000474974513
1673451566.5878968,3105,0.0010000000474974513
1673451576.4685225,3145,0.0010000000474974513
1673451612.7981703,3217,0.0010000000474974513
1673451618.7481763,3241,0.0010000000474974513
1673451624.6864727,3265,0.0010000000474974513
1673451647.2302823,3356,0.0010000000474974513
1673451701.3381925,3500,0.0010000000474974513
1673451717.648472,3566,0.0010000000474974513
1673451744.5027618,3600,0.0010000000474974513
1673451748.4603918,3616,0.0010000000474974513
1673451757.853055,3654,0.0010000000474974513
1673451761.309104,3668,0.0010000000474974513
1673451762.050744,3671,0.0010000000474974513
1673451772.1858442,3712,0.0010000000474974513
1673451789.4933858,3782,0.0010000000474974513
1673451824.2556696,3848,0.0010000000474974513
1673451840.8277612,3915,0.0010000000474974513
1673451886.0018783,4023,0.0010000000474974513
1673451907.266721,4109,0.0010000000474974513
1673451910.2303028,4121,0.0010000000474974513
1673451925.0577545,4181,0.0010000000474974513
1673451927.7784119,4192,0.0010000000474974513
1673451954.8486319,4227,0.0010000000474974513
1673451977.3603764,4318,0.0010000000474974513
1673451979.8291192,4328,0.0010000000474974513
1673452050.4624827,4539,0.0010000000474974513
1673452056.6386275,4564,0.0010000000474974513
1673452095.7156394,4649,0.0010000000474974513
